geo_point_2d;geo_shape;nivel2;nivel3;id;m2_poligon;m2zv_enero;m2zv_febre;m2zv_marzo;m2zv_abril;m2zv_mayo;m2zv_junio;m2zv_julio;m2zv_agost;m2zv_octub;m2zv_novie;m2zv_dicie
39.47208255543921, -0.3684486792388882;"{""coordinates"": [[[-0.368398222766522, 39.471882770809025], [-0.368448444351034, 39.47188026583303], [-0.368493787555481, 39.471882507002285], [-0.368534252422242, 39.47188949342264], [-0.368579228662357, 39.47190143861942], [-0.368619144820853, 39.47192298159166], [-0.368648014278605, 39.47194670228535], [-0.368673524022763, 39.47197641791784], [-0.368692681349861, 39.47200841757556], [-0.368703921873613, 39.472042665839545], [-0.368710376631752, 39.47207923450809], [-0.368707347863278, 39.47211801631085], [-0.368698104978806, 39.472155443024214], [-0.368671644585967, 39.47219247988074], [-0.368639015752762, 39.47222694918946], [-0.368608409725343, 39.472249323153996], [-0.368560677609841, 39.47226888144052], [-0.368516396646039, 39.472280019870624], [-0.368472390086494, 39.4722838790941], [-0.368434780542434, 39.47228424181178], [-0.368394087973749, 39.472283320316734], [-0.368355324479221, 39.47227273012325], [-0.368315179558072, 39.472257251997746], [-0.368284471343894, 39.472240773182335], [-0.368252427388232, 39.47221819489137], [-0.36822820771953, 39.47219579288681], [-0.368204355096873, 39.472163686820274], [-0.368188282135176, 39.472132971320896], [-0.368186340158148, 39.47210136146376], [-0.368187437803792, 39.47207224831274], [-0.368193642487341, 39.472032324968715], [-0.368209100901741, 39.47199625254422], [-0.368228980312094, 39.47196756564246], [-0.368254982365556, 39.4719426587447], [-0.368283932530079, 39.4719226752403], [-0.368314355599413, 39.47190515295129], [-0.368349246580115, 39.47189380285313], [-0.368398222766522, 39.471882770809025]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;996;1612.317;444.399;703.475;624.301;874.082;962.327;;770.657;565.626;503.475;993.49;56.377
39.47164545502489, -0.36918660208171317;"{""coordinates"": [[[-0.369314928853482, 39.471424116600105], [-0.369344150095513, 39.47142477808937], [-0.369370918556415, 39.47143509912279], [-0.36938271125002, 39.471454794420445], [-0.369383883772813, 39.47147910774889], [-0.369215267508402, 39.471795871930034], [-0.36918500965237, 39.47182271148101], [-0.369136514054924, 39.47183456643082], [-0.369080402118518, 39.47182681968347], [-0.369041353159594, 39.47180974413919], [-0.369010592356046, 39.47179447600628], [-0.368990512745799, 39.471772973275094], [-0.368983383082691, 39.47174042977942], [-0.368995221557251, 39.47170345909108], [-0.369289698672358, 39.471428402989034], [-0.369314928853482, 39.471424116600105]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;998;772.973;100.0;;71.69;71.69;100.0;99.919;180.855;;;216.823;
39.472105027116285, -0.37351250212487136;"{""coordinates"": [[[-0.373230222823407, 39.4722991518971], [-0.373348227792694, 39.47178412993175], [-0.373727206539633, 39.471901647581454], [-0.373768895717037, 39.4723798277438], [-0.373769226890982, 39.47238363063171], [-0.373763672093101, 39.47238276007078], [-0.373230222823407, 39.4722991518971]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;999;2223.575;;;;;;;;;;;
39.47332717706584, -0.3748465639909138;"{""coordinates"": [[[-0.374740262747563, 39.47337581353388], [-0.374777182377236, 39.47328078502948], [-0.374815433097546, 39.47329040117116], [-0.374841588682844, 39.47324090314995], [-0.37493726595959, 39.47326078836163], [-0.37489932056897, 39.47340868976757], [-0.374740262747563, 39.47337581353388]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1000;201.657;;;;;;;;;;;
39.47357295633401, -0.37048338641008693;"{""coordinates"": [[[-0.370356185077556, 39.47359171399612], [-0.370388502754158, 39.473505240262845], [-0.370611659028104, 39.473555243570445], [-0.37057823278833, 39.473640078811336], [-0.370356185077556, 39.47359171399612]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1001;197.686;;;;;;;;;;;
39.46688559776493, -0.3691279048670658;"{""coordinates"": [[[-0.368978686701708, 39.466849607327354], [-0.369145305845556, 39.46676836793894], [-0.36917787697243, 39.46677208809543], [-0.36927680342963, 39.46689408861137], [-0.369268109616173, 39.46693073145976], [-0.369107651417987, 39.4670016711078], [-0.369073269388239, 39.46699492712318], [-0.368974055455488, 39.46687038305373], [-0.368978686701708, 39.466849607327354]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1004;416.234;208.598;;122.852;28.101;158.177;93.469;129.736;10.562;;328.9;
39.470136612833926, -0.3709316440855264;"{""coordinates"": [[[-0.370642092262124, 39.47021799630619], [-0.371117608824587, 39.46985843172901], [-0.371086255950234, 39.47028974440691], [-0.370673373560308, 39.47027112801265], [-0.370645827003907, 39.47026135092346], [-0.370633424298976, 39.4702485886247], [-0.370633987967871, 39.470233623365154], [-0.370642092262124, 39.47021799630619]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1006;1036.753;;;;;100.0;;;;;92.293;
39.46582195130766, -0.3716468975853469;"{""coordinates"": [[[-0.371323234017095, 39.46585567283257], [-0.371839816377499, 39.46562723412525], [-0.371880077133974, 39.465631127418334], [-0.371976508443034, 39.465765250952934], [-0.37197025860117, 39.46579125945528], [-0.371451920625277, 39.46601518435226], [-0.371407926876948, 39.46600822366167], [-0.371316343882656, 39.46588534510492], [-0.371323234017095, 39.46585567283257]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1013;1171.679;562.902;57.327;57.327;304.595;952.592;728.458;1052.472;587.736;819.249;1069.166;4.958
39.46624702723419, -0.37064352624265884;"{""coordinates"": [[[-0.370312272862894, 39.46628470757853], [-0.370840453815015, 39.466055044901815], [-0.370874946650761, 39.46605880805523], [-0.37097676594233, 39.46617376556125], [-0.370973152997737, 39.46621017305027], [-0.370443050440844, 39.46643979373926], [-0.370406633193254, 39.46643598691176], [-0.370307529840931, 39.466308462745886], [-0.370312272862894, 39.46628470757853]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1015;1155.326;190.285;90.285;190.285;460.871;1155.326;1155.326;1155.326;1155.326;1138.028;1006.027;54.27
39.465933015379434, -0.33875165731762386;"{""coordinates"": [[[-0.338333851923323, 39.46592361574771], [-0.338430942143651, 39.46572225519156], [-0.339166043533845, 39.46593617578457], [-0.339065027316229, 39.46614675851955], [-0.338333851923323, 39.46592361574771]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1022;1650.369;;183.047;530.111;621.536;1135.649;1093.818;742.952;667.889;267.873;551.355;
39.471445504584324, -0.34257443503483015;"{""coordinates"": [[[-0.342682074695782, 39.470994412905526], [-0.342723191812699, 39.47097914097179], [-0.342868781500783, 39.47101548797264], [-0.342882181710186, 39.47104234315535], [-0.342467720322682, 39.47190253242594], [-0.342431583500124, 39.471909648125454], [-0.342282150776819, 39.47186453454407], [-0.342265064282606, 39.471842302959956], [-0.342682074695782, 39.470994412905526]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1029;1928.649;1271.169;100.0;168.182;271.617;;;482.503;100.0;251.475;779.682;89.21
39.471157333509844, -0.3416043888681046;"{""coordinates"": [[[-0.341349182168015, 39.4714646774116], [-0.341657945163633, 39.47082684440782], [-0.341721370927096, 39.47084207507656], [-0.341771540608096, 39.47073849510429], [-0.341897972654621, 39.47077997069265], [-0.341462686622826, 39.47160957722166], [-0.341366199955452, 39.471578061657794], [-0.341408846106766, 39.47148533464308], [-0.341349182168015, 39.4714646774116]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1031;1473.878;352.797;;440.702;715.954;553.572;557.021;806.069;617.625;350.028;843.193;
39.471008220518016, -0.3410750813272051;"{""coordinates"": [[[-0.34082516429697, 39.471312133081184], [-0.341137587510532, 39.47067162857356], [-0.341204461775774, 39.47068969510129], [-0.341258185759664, 39.47058619667677], [-0.34136082668469, 39.47061643333888], [-0.340944371845676, 39.47144990374159], [-0.34085294374374, 39.47142300787751], [-0.34089203791447, 39.47133019977844], [-0.34082516429697, 39.471312133081184]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1032;1383.429;86.549;;838.779;835.851;902.057;594.29;740.949;654.596;493.687;1055.528;
39.47085711724951, -0.34056503267496246;"{""coordinates"": [[[-0.340304911182506, 39.47115416102011], [-0.340617128518648, 39.47051916478442], [-0.340684211142055, 39.470531723925326], [-0.340737725939306, 39.470433733412115], [-0.340858220856726, 39.470468828495726], [-0.340452540084432, 39.47129258266145], [-0.340336452135441, 39.471259609572286], [-0.340368127092136, 39.471174899175764], [-0.340304911182506, 39.47115416102011]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1033;1565.703;;;;;;;;;;;
39.47111419617165, -0.34949129012795027;"{""coordinates"": [[[-0.349323343437567, 39.47132358645052], [-0.349501274080989, 39.470873529545095], [-0.349667826706913, 39.4709248169406], [-0.34945993589801, 39.47136462346506], [-0.349323343437567, 39.47132358645052]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1036;729.712;;;;;29.096;;;;;;
39.471360624633355, -0.3482499586869921;"{""coordinates"": [[[-0.347906890774677, 39.471198519353294], [-0.347942182783738, 39.47119186372488], [-0.347976354782953, 39.47119443451839], [-0.348602973232726, 39.47137634907779], [-0.348622375636477, 39.47138692841247], [-0.348639701810419, 39.47140296202156], [-0.34865131920626, 39.47142176169519], [-0.348656401827038, 39.47144533555991], [-0.348654129194295, 39.47146584529578], [-0.348640490465563, 39.471490439730715], [-0.348621493462509, 39.471508540918144], [-0.348594473819183, 39.471521654688196], [-0.348561219944667, 39.471529058798474], [-0.348524017765708, 39.471526878483644], [-0.347901271903696, 39.471346413091936], [-0.347879376900176, 39.47133487137156], [-0.34786224668103, 39.47131955921996], [-0.347850196539715, 39.4713022738748], [-0.347843849954671, 39.47127676217527], [-0.347847131811319, 39.4712511720298], [-0.347859874528659, 39.471229975162956], [-0.347879416538514, 39.47121221716047], [-0.347906890774677, 39.471198519353294]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1037;1253.877;61.925;;;61.378;61.378;19.023;61.378;61.378;61.378;61.925;
39.46167012518112, -0.3911294969476396;"{""coordinates"": [[[-0.390719597729182, 39.46171726644566], [-0.391031852357525, 39.46136050462322], [-0.391354743015698, 39.46147801982969], [-0.391434504321634, 39.46200889592716], [-0.390719597729182, 39.46171726644566]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1038;2428.741;;;8.951;;5.132;;29.832;;;;
39.46339219988481, -0.38482351188039393;"{""coordinates"": [[[-0.384390601085799, 39.463481688724485], [-0.384599900109181, 39.46305116059504], [-0.385375799706288, 39.46343592401481], [-0.384910383653058, 39.463670211905814], [-0.384390601085799, 39.463481688724485]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1039;2982.826;283.434;;;199.998;762.054;693.785;578.678;613.798;316.282;999.998;
39.464153195314495, -0.3838807785286281;"{""coordinates"": [[[-0.383429505773703, 39.46434505210329], [-0.383761923195444, 39.463724265640465], [-0.384366026794825, 39.46398903559716], [-0.383943610903373, 39.46458311560344], [-0.383429505773703, 39.46434505210329]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1040;4153.353;500.0;200.0;700.0;1054.53;1631.805;926.329;971.011;574.13;118.546;974.537;
39.46454116865631, -0.39048640647575145;"{""coordinates"": [[[-0.38974153729434, 39.46430522480823], [-0.391186585725938, 39.46428255425336], [-0.391147736022935, 39.46477797290863], [-0.390006326075745, 39.46483899869412], [-0.389716801324507, 39.46442277219558], [-0.38974153729434, 39.46430522480823]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1041;6618.236;;;;100.0;100.0;199.829;200.0;100.0;;240.905;
39.46061716001673, -0.3845582086168588;"{""coordinates"": [[[-0.383981081690195, 39.46067361529758], [-0.383879750866667, 39.46061110319234], [-0.383983836161979, 39.46052938213279], [-0.384192211775701, 39.46066469302821], [-0.384287546887432, 39.460518802214885], [-0.384499506530573, 39.46055840424355], [-0.384573695960292, 39.46037720469576], [-0.383600880394705, 39.46019097105694], [-0.384271263336131, 39.45987386632071], [-0.385353107831603, 39.46109412308819], [-0.385101860773946, 39.46131693133755], [-0.384660746646283, 39.461051686538674], [-0.383981081690195, 39.46067361529758]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1045;7825.973;1706.023;200.0;400.0;300.0;2072.056;1827.737;1931.964;1717.702;947.702;2096.365;
39.454046179669206, -0.3811451463828303;"{""coordinates"": [[[-0.380685545775935, 39.4548641191022], [-0.381303563858308, 39.45315539274766], [-0.381597160352574, 39.45321568838341], [-0.381011327491132, 39.45490562131278], [-0.380685545775935, 39.4548641191022]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1046;5324.06;;;286.56;199.991;;;;;;36.252;
39.46083441998806, -0.38157725540713755;"{""coordinates"": [[[-0.381356737020818, 39.46080136688161], [-0.382521355985696, 39.46034081980986], [-0.382780824671152, 39.460346663253354], [-0.382642404024743, 39.46076444876454], [-0.382026723805947, 39.46068836023777], [-0.381957800357396, 39.460705319849026], [-0.381864518779881, 39.46073476824976], [-0.381804453321512, 39.46075805421428], [-0.381775144240574, 39.46077076121269], [-0.381710835135706, 39.46080202522643], [-0.381454307603823, 39.460916095323626], [-0.381046251593226, 39.461090752513115], [-0.380633781632627, 39.46125906384813], [-0.380217060621742, 39.46142096448794], [-0.380128220289914, 39.46145444393265], [-0.380122735144848, 39.461455981507676], [-0.380104452123459, 39.46145934044575], [-0.380085693852182, 39.46146018782073], [-0.380067031975418, 39.46145849688044], [-0.380049031682057, 39.461454320004925], [-0.380032240261835, 39.46144778394432], [-0.380017168627015, 39.461439086699414], [-0.380004274062834, 39.461428492628336], [-0.379993948919203, 39.461416324083615], [-0.379986505920225, 39.46140295027022], [-0.379982172695993, 39.461388778113445], [-0.379981080710969, 39.461374237595095], [-0.379983260990945, 39.46135977174739], [-0.379985676792888, 39.46135241015403], [-0.381356737020818, 39.46080136688161]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1049;5099.754;200.0;498.154;598.154;598.154;638.213;630.752;442.311;398.892;298.892;593.145;
39.46225754687157, -0.3791139580689805;"{""coordinates"": [[[-0.378574409410111, 39.46272237409416], [-0.37892893407554, 39.4617055640452], [-0.379191066379854, 39.46176637623988], [-0.379289897323334, 39.461523383256235], [-0.379453506755726, 39.461567332906554], [-0.379355088018501, 39.4617993553888], [-0.379635953736376, 39.4618642483911], [-0.379267423573326, 39.46287708457358], [-0.378574409410111, 39.46272237409416]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1050;7740.318;;;;;;;;;;;
39.46299920966983, -0.37884136036983485;"{""coordinates"": [[[-0.378557383850391, 39.46287639745009], [-0.378568643406227, 39.462875964954], [-0.379098046385037, 39.46298672549361], [-0.379111870638074, 39.46298846965564], [-0.379139525436801, 39.462994886880814], [-0.379165321781994, 39.46300492877473], [-0.379188477293136, 39.46301829121498], [-0.379208287826266, 39.46303456734172], [-0.379224150191826, 39.463053261582935], [-0.379235584703874, 39.46307380818032], [-0.379242241776171, 39.46309558124734], [-0.379243920751694, 39.46311791951761], [-0.379240569227597, 39.46314014434702], [-0.379238395671633, 39.46314727175001], [-0.378793499716798, 39.46304939781514], [-0.37837219448632, 39.46295205434979], [-0.378392835627549, 39.462934221279305], [-0.378431156087446, 39.46290995923205], [-0.378474707952707, 39.46289175738823], [-0.378521916154679, 39.46288027299098], [-0.378557383850391, 39.46287639745009]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1051;938.292;;;;;;;;;;;
39.46318689638349, -0.37879066213140694;"{""coordinates"": [[[-0.378555129646185, 39.46316398436736], [-0.378529628593091, 39.46316056596932], [-0.37852417537153, 39.46316053665386], [-0.378502785331491, 39.46315859833772], [-0.378482154279407, 39.46315381053525], [-0.378462910160294, 39.46314631894025], [-0.378445636038539, 39.463136350214626], [-0.378430857459118, 39.46312420809974], [-0.37841902311201, 39.46311026216937], [-0.378410493726691, 39.46309493406604], [-0.378405527212731, 39.4630786908593], [-0.378405267849863, 39.463077240896574], [-0.379210551323773, 39.46326010439406], [-0.379220110475032, 39.46327667545527], [-0.379219912444977, 39.46327749259297], [-0.379218420447576, 39.46328135525743], [-0.379216086278177, 39.46328495839496], [-0.379212980316819, 39.463288191883436], [-0.379209196856782, 39.46329095875222], [-0.379204851815825, 39.46329317422985], [-0.37920007556607, 39.463294770987595], [-0.379195014027637, 39.463295700965844], [-0.379189821701172, 39.46329593521701], [-0.379184655726487, 39.46329546737502], [-0.379179641518122, 39.46329430026814], [-0.379074308099643, 39.4632692703758], [-0.378787287402852, 39.46320309302948], [-0.378695754221246, 39.46318593514664], [-0.378555129646185, 39.46316398436736]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1052;333.888;;;;;;;;;;;
